ID,loan_purpose,borrower_employment_length,borrower_age,borrower_home_ownership,borrower_income,loan_rating,loan_amount,loan_rate,loan_status,loan_to_income_percent,cb_person_default_on_file,cb_person_cred_hist_length,rem_term
30422,MEDICAL,7,47,MORTGAGE,54996,B,9000,10.38,0,0.16,N,16,36
30423,PERSONAL,4,41,RENT,37200,A,7000,9.32,0,0.19,N,16,36
30424,DEBTCONSOLIDATION,5,39,RENT,37800,B,7000,11.49,0,0.19,N,11,36
30425,VENTURE,1,42,MORTGAGE,55000,B,16500,12.69,0,0.3,N,11,60
30426,MEDICAL,3,46,MORTGAGE,55000,B,5000,9.91,0,0.09,N,14,36
30427,DEBTCONSOLIDATION,0,37,RENT,35000,D,7000,16.77,1,0.2,N,17,36
30428,VENTURE,14,43,MORTGAGE,55000,A,10000,6.03,0,0.18,N,17,36
30429,MEDICAL,5,45,OWN,49000,E,24250,19.03,1,0.49,Y,11,36
30430,PERSONAL,1,36,RENT,41000,A,7000,9.63,0,0.17,N,14,60
30431,HOMEIMPROVEMENT,5,38,OWN,55000,A,15600,7.9,0,0.28,N,15,60
30432,EDUCATION,13,36,MORTGAGE,55000,A,3000,16.77,0,0.05,N,14,36
30433,VENTURE,2,36,RENT,42000,A,7000,6.62,0,0.17,N,16,36
30434,EDUCATION,4,43,RENT,42000,D,7000,14.96,0,0.17,Y,16,36
30435,EDUCATION,6,40,MORTGAGE,55000,A,12000,6.62,0,0.22,N,15,36
30436,PERSONAL,8,39,MORTGAGE,55000,A,10000,5.42,0,0.18,N,16,36
30437,VENTURE,0,41,RENT,43000,A,7000,7.43,0,0.16,N,13,60
30438,DEBTCONSOLIDATION,4,40,RENT,38000,D,7000,15.99,1,0.18,N,16,60
30439,EDUCATION,4,36,RENT,44000,A,7000,8,0,0.16,N,11,36
30440,PERSONAL,16,38,MORTGAGE,55000,A,6000,5.42,0,0.11,N,14,36
30441,MEDICAL,16,36,RENT,45000,B,7000,9.91,0,0.16,N,12,36
30442,EDUCATION,2,43,RENT,45000,C,7000,12.99,0,0.16,N,14,60
30443,DEBTCONSOLIDATION,1,37,RENT,45000,A,7000,7.49,0,0.16,N,15,60
30444,EDUCATION,5,43,RENT,45000,A,7000,5.42,0,0.16,N,12,36
30445,PERSONAL,17,41,MORTGAGE,55000,A,9000,5.99,0,0.16,N,17,36
30446,PERSONAL,4,38,RENT,47000,C,7000,13.35,0,0.15,Y,13,60
30447,VENTURE,2,37,OWN,55000,B,24375,10.37,0,0.44,N,13,60
30448,VENTURE,3,46,MORTGAGE,55000,B,15000,10.37,0,0.27,N,11,60
30449,EDUCATION,16,38,MORTGAGE,55000,A,11700,7.66,0,0.21,N,15,36
30450,PERSONAL,0,41,RENT,50000,C,7000,12.87,0,0.14,Y,12,36
30451,EDUCATION,4,39,RENT,50400,D,7000,11.86,0,0.14,N,11,36
30452,EDUCATION,6,38,RENT,52000,A,7000,5.99,0,0.13,N,11,60
30453,PERSONAL,2,36,MORTGAGE,55000,A,12000,6.62,0,0.22,N,13,36
30454,HOMEIMPROVEMENT,1,39,RENT,53800,B,7000,9.62,0,0.13,N,15,36
30455,HOMEIMPROVEMENT,3,39,OWN,55000,C,13000,13.98,0,0.24,N,14,36
30456,HOMEIMPROVEMENT,6,36,RENT,49000,B,7000,10.74,1,0.14,N,16,36
30457,VENTURE,5,36,RENT,55000,A,7000,6.92,0,0.13,N,16,60
30458,PERSONAL,17,41,RENT,58500,D,7150,15.99,1,0.12,Y,16,36
30459,VENTURE,4,37,RENT,60000,A,7175,7.9,0,0.12,N,14,60
30460,EDUCATION,2,44,MORTGAGE,55000,A,5000,7.51,0,0.09,N,11,36
30461,MEDICAL,,39,RENT,23000,A,7200,10.75,1,0.31,N,17,36
30462,VENTURE,2,40,MORTGAGE,55000,A,3600,6.39,0,0.07,N,14,60
30463,MEDICAL,5,38,RENT,24000,B,7200,10.65,0,0.3,N,14,36
30464,MEDICAL,3,36,RENT,25200,A,7200,7.29,0,0.29,N,11,36
30465,DEBTCONSOLIDATION,3,44,RENT,29088,B,7200,11.71,0,0.25,N,17,36
30466,HOMEIMPROVEMENT,2,40,OWN,55000,B,8000,11.36,0,0.15,N,17,36
30467,HOMEIMPROVEMENT,7,48,MORTGAGE,55000,C,10000,10.65,0,0.18,Y,11,60
30468,VENTURE,17,43,OWN,55000,B,2000,12.53,0,0.04,N,11,60
30469,MEDICAL,3,38,MORTGAGE,55000,C,14000,13.22,0,0.25,N,13,36
30470,MEDICAL,6,36,OWN,55000,C,9000,5.42,0,0.16,N,16,36
30471,PERSONAL,5,37,RENT,29000,E,7200,19.03,1,0.25,Y,14,36
30472,MEDICAL,3,37,MORTGAGE,49000,D,4000,15.65,1,0.08,N,17,36
30473,DEBTCONSOLIDATION,0,42,RENT,40000,B,7200,10.75,0,0.18,N,17,36
30474,MEDICAL,1,37,RENT,45000,A,7200,9.63,0,0.16,N,14,36
30475,VENTURE,6,36,RENT,50000,C,7200,13.98,0,0.14,N,15,36
30476,DEBTCONSOLIDATION,3,36,MORTGAGE,49074,E,8000,15.68,1,0.16,Y,14,60
30477,PERSONAL,1,36,RENT,60000,C,7200,10.65,0,0.12,Y,12,36
30478,HOMEIMPROVEMENT,3,42,RENT,60000,A,7200,5.79,0,0.12,N,11,60
30479,VENTURE,9,37,MORTGAGE,55236,A,6500,6.03,0,0.12,N,16,36
30480,VENTURE,8,42,OWN,55308,B,2000,11.49,0,0.04,N,15,36
30481,DEBTCONSOLIDATION,11,37,RENT,66560,B,7200,10,0,0.11,N,15,36
30482,EDUCATION,15,36,MORTGAGE,55500,B,7875,11.99,0,0.14,N,12,60
30483,HOMEIMPROVEMENT,1,38,MORTGAGE,55550,A,22500,7.49,0,0.41,N,12,60
30484,PERSONAL,1,37,MORTGAGE,55900,B,17000,8.7,0,0.3,N,12,60
30485,DEBTCONSOLIDATION,10,39,MORTGAGE,49993,D,12600,16.89,1,0.25,N,15,60
30486,DEBTCONSOLIDATION,7,48,MORTGAGE,56000,A,15000,6.99,0,0.27,N,14,36
30487,VENTURE,3,36,RENT,95000,A,7375,8.94,0,0.08,N,15,36
30488,EDUCATION,1,46,MORTGAGE,56000,A,6000,10.74,0,0.11,N,16,36
30489,HOMEIMPROVEMENT,1,43,RENT,19440,B,7500,9.01,1,0.39,N,11,60
30490,PERSONAL,14,39,MORTGAGE,56000,C,10000,12.73,0,0.18,Y,12,36
30491,MEDICAL,6,37,RENT,25000,B,7500,10.99,0,0.3,N,17,36
30492,DEBTCONSOLIDATION,1,38,RENT,26300,C,7500,13.47,1,0.29,N,12,36
30493,HOMEIMPROVEMENT,2,37,MORTGAGE,56000,A,13000,9.63,0,0.23,N,17,36
30494,HOMEIMPROVEMENT,1,39,MORTGAGE,56004,B,6000,11.36,0,0.11,N,13,36
30495,MEDICAL,1,42,RENT,35000,B,7500,9.99,0,0.21,N,15,60
30496,EDUCATION,13,38,RENT,36000,B,7500,11.36,0,0.21,N,13,36
30497,MEDICAL,0,41,RENT,36684,B,7500,10.96,0,0.2,N,14,60
30498,PERSONAL,0,36,OWN,56400,C,20000,13.57,0,0.35,Y,12,36
30499,MEDICAL,6,41,RENT,38500,A,7500,8.49,0,0.19,N,12,36
30500,EDUCATION,4,37,MORTGAGE,56500,B,10000,10.37,0,0.18,N,13,36
30501,VENTURE,7,36,MORTGAGE,56500,A,12000,7.49,0,0.21,N,17,60
30502,VENTURE,16,36,MORTGAGE,56650,C,12000,13.72,0,0.21,N,11,36
30503,HOMEIMPROVEMENT,,38,OWN,57000,D,15000,17.27,0,0.26,N,16,36
30504,EDUCATION,0,43,MORTGAGE,57000,A,2725,6.03,0,0.05,N,12,36
30505,EDUCATION,16,39,MORTGAGE,57000,B,6300,10.99,0,0.11,N,17,36
30506,PERSONAL,5,37,RENT,48000,A,7500,6.62,0,0.16,N,13,60
30507,MEDICAL,3,37,RENT,48000,D,7500,16.29,0,0.16,N,14,36
30508,MEDICAL,4,44,RENT,48000,B,7500,11.49,0,0.16,N,15,36
30509,HOMEIMPROVEMENT,7,50,RENT,50000,C,7500,12.61,0,0.15,Y,16,36
30510,PERSONAL,11,41,MORTGAGE,57000,A,10000,7.51,0,0.18,N,12,60
30511,VENTURE,8,36,RENT,55000,A,7500,8.9,0,0.14,N,13,36
30512,DEBTCONSOLIDATION,0,39,MORTGAGE,57000,A,3000,9.63,0,0.05,N,14,36
30513,MEDICAL,2,36,MORTGAGE,51000,E,10000,15.68,1,0.2,N,16,60
30514,DEBTCONSOLIDATION,16,42,RENT,58000,C,7500,12.99,0,0.13,N,17,36
30515,PERSONAL,16,41,RENT,58000,C,7500,11.03,0,0.13,Y,16,60
30516,HOMEIMPROVEMENT,2,36,RENT,54000,A,7500,11.86,1,0.14,N,14,36
30517,DEBTCONSOLIDATION,,41,MORTGAGE,57253,A,8500,5.79,0,0.15,N,11,36
30518,DEBTCONSOLIDATION,3,46,MORTGAGE,57359,A,9000,6.92,0,0.16,N,14,36
30519,MEDICAL,3,41,RENT,62000,B,7500,11.36,0,0.12,N,16,36
30520,PERSONAL,15,38,RENT,64800,B,7500,9.63,0,0.12,N,11,36
30521,PERSONAL,6,38,RENT,65000,C,7500,12.29,0,0.12,Y,13,60
30522,HOMEIMPROVEMENT,3,41,RENT,67500,B,7500,9.88,0,0.11,N,15,60
30523,DEBTCONSOLIDATION,0,37,MORTGAGE,57552,A,15000,9.63,0,0.26,N,12,36
30524,EDUCATION,,36,OWN,57600,A,4000,9.99,0,0.07,N,15,60
30525,DEBTCONSOLIDATION,2,38,MORTGAGE,57600,B,9000,10.99,0,0.16,N,12,60
30526,VENTURE,21,50,RENT,68608,B,7500,10.33,0,0.11,N,15,36
30527,EDUCATION,4,36,RENT,80000,B,7500,11.49,0,0.09,N,15,36
30528,MEDICAL,4,44,MORTGAGE,57700,A,3600,6.99,0,0.06,N,14,60
30529,DEBTCONSOLIDATION,0,37,RENT,95000,A,7500,7.51,0,0.08,N,16,36
30530,PERSONAL,2,41,MORTGAGE,57996,B,15000,9.62,0,0.26,N,12,36
30531,HOMEIMPROVEMENT,10,39,MORTGAGE,57996,A,8000,7.88,0,0.14,N,16,60
30532,HOMEIMPROVEMENT,6,39,RENT,117996,D,7500,13.24,1,0.06,Y,14,60
30533,EDUCATION,0,48,RENT,128000,D,7500,17.49,1,0.06,Y,11,60
30534,DEBTCONSOLIDATION,12,37,RENT,178008,B,7500,11.14,0,0.04,N,11,36
30535,PERSONAL,1,41,RENT,210000,A,7500,6.03,0,0.04,N,14,60
30536,DEBTCONSOLIDATION,12,41,MORTGAGE,58000,A,1800,7.51,0,0.03,N,12,36
30537,HOMEIMPROVEMENT,9,37,RENT,780000,B,7500,12.18,0,0.01,N,15,36
30538,DEBTCONSOLIDATION,0,36,RENT,21324,D,7550,14.61,1,0.35,N,13,36
30539,VENTURE,13,44,MORTGAGE,58000,D,6400,16.29,0,0.11,N,13,60
30540,DEBTCONSOLIDATION,8,41,RENT,34560,D,7550,16.89,1,0.22,N,14,36
30541,HOMEIMPROVEMENT,6,40,MORTGAGE,52000,C,7000,14.65,1,0.13,N,14,36
30542,EDUCATION,9,40,MORTGAGE,58000,E,8000,18.79,0,0.14,Y,12,36
30543,MEDICAL,0,36,RENT,80000,C,7600,13.49,0,0.1,N,15,36
30544,HOMEIMPROVEMENT,1,39,RENT,30000,E,7675,16,1,0.26,Y,16,36
30545,VENTURE,1,37,RENT,52700,C,7700,12.69,0,0.15,N,13,36
30546,EDUCATION,4,40,RENT,63000,C,7700,15.23,0,0.12,Y,11,60
30547,PERSONAL,12,36,MORTGAGE,58000,A,21600,6.54,0,0.37,N,14,36
30548,VENTURE,4,37,RENT,29808,C,7750,10.59,1,0.26,Y,17,36
30549,PERSONAL,11,36,MORTGAGE,52000,B,1500,11.36,1,0.03,N,17,36
30550,EDUCATION,4,43,MORTGAGE,58000,C,9000,13.22,0,0.16,Y,14,36
30551,DEBTCONSOLIDATION,6,41,MORTGAGE,58000,C,5200,12.87,0,0.09,N,11,36
30552,DEBTCONSOLIDATION,3,44,RENT,43000,B,7800,11.86,0,0.18,N,13,36
30553,PERSONAL,10,46,MORTGAGE,58000,C,6300,11.03,0,0.11,N,13,36
30554,DEBTCONSOLIDATION,2,37,MORTGAGE,52200,E,16000,15.25,1,0.31,N,11,60
30555,EDUCATION,4,39,RENT,102000,B,7800,11.99,0,0.08,N,11,36
30556,VENTURE,3,42,RENT,18000,A,8000,6.91,1,0.44,N,17,36
30557,MEDICAL,5,45,MORTGAGE,59000,A,9000,7.9,0,0.15,N,16,36
30558,HOMEIMPROVEMENT,5,36,MORTGAGE,53000,C,10000,13.98,1,0.19,N,16,60
30559,VENTURE,,39,RENT,24000,C,8000,13.8,1,0.33,N,12,36
30560,HOMEIMPROVEMENT,3,37,MORTGAGE,59000,B,9000,10.25,0,0.15,N,13,36
30561,DEBTCONSOLIDATION,2,36,RENT,24000,C,8000,13.61,1,0.33,N,14,36
30562,MEDICAL,7,37,MORTGAGE,59000,A,11000,12.53,0,0.19,N,17,36
30563,MEDICAL,6,43,RENT,25000,B,8000,11.99,1,0.32,N,17,60
30564,MEDICAL,4,36,RENT,25000,D,8000,15.65,1,0.32,N,13,36
30565,VENTURE,11,36,MORTGAGE,59004,A,10000,7.51,0,0.17,N,15,60
30566,VENTURE,13,40,MORTGAGE,59484,A,5500,7.14,0,0.09,N,11,36
30567,EDUCATION,15,44,RENT,28000,A,8000,7.49,0,0.29,N,11,36
30568,HOMEIMPROVEMENT,14,36,MORTGAGE,59617,D,21000,15.62,0,0.35,N,13,36
30569,VENTURE,20,36,MORTGAGE,59800,D,18200,18.25,0,0.3,Y,15,36
30570,MEDICAL,6,38,RENT,30000,A,8000,5.99,0,0.27,N,14,36
30571,VENTURE,5,42,RENT,30000,D,8000,14.96,0,0.27,N,15,36
30572,VENTURE,3,41,RENT,31000,B,8000,10.38,0,0.26,N,17,60
30573,EDUCATION,1,39,MORTGAGE,60000,C,17000,14.65,0,0.28,Y,14,60
30574,MEDICAL,4,48,RENT,32000,A,8000,6.62,0,0.25,N,14,36
30575,DEBTCONSOLIDATION,0,45,RENT,32000,B,8000,10.99,0,0.25,N,12,36
30576,DEBTCONSOLIDATION,7,36,MORTGAGE,60000,B,17050,12.69,0,0.28,N,14,36
30577,PERSONAL,3,37,RENT,33600,B,8000,9.99,0,0.24,N,17,36
30578,PERSONAL,12,36,RENT,33996,A,8000,5.99,0,0.24,N,15,60
30579,DEBTCONSOLIDATION,2,36,RENT,34000,B,8000,15.99,0,0.24,N,16,60
30580,EDUCATION,8,39,RENT,35000,C,8000,13.22,0,0.23,Y,14,36
30581,DEBTCONSOLIDATION,5,47,RENT,30000,B,8000,12.18,1,0.27,N,11,60
30582,DEBTCONSOLIDATION,6,39,MORTGAGE,60000,A,12800,6.62,0,0.21,N,14,36
30583,HOMEIMPROVEMENT,3,36,RENT,30500,B,8000,11.11,1,0.26,N,13,60
30584,MEDICAL,2,36,RENT,31000,D,8000,14.11,1,0.26,N,12,36
30585,EDUCATION,1,37,MORTGAGE,54000,D,3500,16.89,1,0.06,Y,13,36
30586,MEDICAL,1,42,MORTGAGE,60000,A,8000,5.42,0,0.13,N,13,36
30587,HOMEIMPROVEMENT,2,40,MORTGAGE,60000,A,14400,5.42,0,0.24,N,12,36
30588,EDUCATION,18,46,OWN,60000,C,4100,13.49,0,0.07,Y,11,60
30589,VENTURE,22,38,MORTGAGE,60000,B,2700,11.99,0,0.04,N,15,36
30590,DEBTCONSOLIDATION,2,40,RENT,32000,D,8000,14.96,1,0.25,Y,17,36
30591,DEBTCONSOLIDATION,3,39,RENT,33100,C,8000,14.26,1,0.24,Y,12,36
30592,EDUCATION,9,39,RENT,39996,A,8000,7.14,0,0.2,N,16,36
30593,DEBTCONSOLIDATION,8,50,MORTGAGE,60000,A,2000,7.49,0,0.03,N,15,36
30594,PERSONAL,3,41,MORTGAGE,60000,E,16800,17.99,0,0.28,Y,16,36
30595,DEBTCONSOLIDATION,7,38,MORTGAGE,60000,B,8000,10.99,0,0.13,N,13,60
30596,HOMEIMPROVEMENT,0,36,RENT,34000,E,8000,17.74,1,0.24,N,17,36
30597,DEBTCONSOLIDATION,5,37,RENT,42000,B,8000,12.69,0,0.19,N,15,36
30598,PERSONAL,22,39,MORTGAGE,60000,B,4000,10.59,0,0.07,N,12,36
30599,EDUCATION,7,46,MORTGAGE,60000,A,3600,6.99,0,0.06,N,12,36
30600,HOMEIMPROVEMENT,1,40,MORTGAGE,60000,C,3500,12.99,0,0.06,Y,14,36
30601,MEDICAL,0,37,RENT,43000,B,8000,11.49,0,0.19,N,13,36
30602,VENTURE,3,43,MORTGAGE,60000,B,18000,10.99,0,0.3,N,11,60
30603,MEDICAL,5,39,RENT,44000,B,8000,12.53,0,0.18,N,14,36
30604,VENTURE,7,39,OWN,60000,D,6800,17.49,0,0.11,Y,14,60
30605,MEDICAL,8,48,MORTGAGE,60000,B,8000,10.37,0,0.13,N,17,60
30606,EDUCATION,1,37,RENT,45000,B,8000,10.74,0,0.18,N,17,60
30607,PERSONAL,2,41,RENT,39000,D,8000,14.84,1,0.21,Y,14,36
30608,DEBTCONSOLIDATION,,38,MORTGAGE,60000,A,12000,7.66,0,0.2,N,15,36
30609,EDUCATION,0,37,RENT,45000,A,8000,9.63,0,0.18,N,17,36
30610,PERSONAL,0,36,OWN,60000,E,10225,17.51,0,0.17,Y,13,60
30611,HOMEIMPROVEMENT,4,42,MORTGAGE,60000,B,8850,10.37,0,0.15,N,16,60
30612,EDUCATION,5,37,RENT,47004,B,8000,7.49,0,0.17,N,12,36
30613,EDUCATION,7,41,RENT,48000,A,8000,5.99,0,0.17,N,15,36
30614,DEBTCONSOLIDATION,0,48,MORTGAGE,60000,A,2500,7.29,0,0.04,N,11,60
30615,EDUCATION,18,41,MORTGAGE,60000,D,4900,14.09,0,0.08,Y,12,36
30616,PERSONAL,4,36,RENT,50000,D,8000,17.49,0,0.16,Y,14,36
30617,HOMEIMPROVEMENT,,43,RENT,50000,A,8000,7.49,0,0.16,N,16,60
30618,HOMEIMPROVEMENT,5,37,RENT,50000,B,8000,10.99,0,0.16,N,16,36
30619,DEBTCONSOLIDATION,21,37,MORTGAGE,54000,D,25000,15.57,1,0.46,Y,16,36
30620,MEDICAL,2,43,MORTGAGE,60000,A,9250,5.79,0,0.15,N,17,36
30621,HOMEIMPROVEMENT,3,43,RENT,50000,C,8000,12.84,0,0.16,Y,17,36
30622,PERSONAL,7,41,OWN,60000,A,12000,6.91,0,0.2,N,13,36
30623,HOMEIMPROVEMENT,3,42,RENT,50000,B,8000,10.14,0,0.16,N,15,36
30624,DEBTCONSOLIDATION,1,37,RENT,50000,C,8000,7.49,0,0.16,N,16,36
30625,MEDICAL,2,47,RENT,44004,B,8000,12.69,1,0.18,N,11,60
30626,HOMEIMPROVEMENT,2,36,RENT,50700,B,8000,10.99,0,0.16,N,17,36
30627,MEDICAL,5,41,MORTGAGE,60000,C,3850,13.35,0,0.06,N,13,36
30628,MEDICAL,5,36,RENT,51000,C,8000,13.47,0,0.16,Y,13,60
30629,VENTURE,19,39,MORTGAGE,60000,A,15000,6.91,0,0.25,N,14,60
30630,VENTURE,6,41,MORTGAGE,54000,C,5000,13.23,1,0.09,N,12,36
30631,EDUCATION,12,36,MORTGAGE,60000,A,15000,7.88,0,0.25,N,17,36
30632,MEDICAL,0,38,RENT,53052,B,8000,13.98,0,0.15,N,13,60
30633,VENTURE,9,38,MORTGAGE,60000,A,10000,7.51,0,0.17,N,14,36
30634,DEBTCONSOLIDATION,0,36,RENT,49000,D,8000,15.31,1,0.16,Y,13,36
30635,MEDICAL,6,36,MORTGAGE,60000,A,13750,7.51,0,0.23,N,12,60
30636,PERSONAL,6,41,RENT,57600,A,8000,6.03,0,0.14,N,12,36
30637,MEDICAL,1,36,RENT,53126,D,8000,13.16,1,0.15,N,14,36
30638,DEBTCONSOLIDATION,4,37,MORTGAGE,60000,C,12000,12.73,0,0.2,N,15,36
30639,EDUCATION,1,45,MORTGAGE,54000,D,7750,16.07,1,0.14,N,13,36
30640,MEDICAL,1,43,RENT,60000,B,8000,10.37,0,0.13,N,16,36
30641,HOMEIMPROVEMENT,4,44,MORTGAGE,60000,B,15000,11.49,0,0.25,N,13,60
30642,VENTURE,1,40,MORTGAGE,60000,D,4800,14.59,0,0.08,N,11,36
30643,PERSONAL,3,39,RENT,60000,B,8000,9.88,0,0.13,N,14,60
30644,PERSONAL,3,40,RENT,61500,B,8000,11.48,0,0.13,N,17,36
30645,PERSONAL,6,39,RENT,60197,A,5200,8,0,0.09,N,11,36
30646,VENTURE,2,38,OWN,60000,D,6000,14.96,0,0.1,Y,14,36
30647,HOMEIMPROVEMENT,27,43,MORTGAGE,60000,B,10000,9.88,0,0.17,N,16,36
30648,EDUCATION,7,44,RENT,68000,A,5150,7.9,0,0.08,N,14,60
30649,EDUCATION,9,38,MORTGAGE,60000,E,16000,16.35,0,0.27,N,17,36
30650,PERSONAL,0,36,RENT,20000,B,5075,11.48,1,0.25,N,11,36
30651,MEDICAL,0,43,RENT,22800,B,5075,10.59,0,0.22,N,12,36
30652,MEDICAL,1,46,RENT,27600,B,5050,7.14,0,0.18,N,11,60
30653,PERSONAL,0,39,MORTGAGE,54000,B,6000,11.83,1,0.11,N,16,60
30654,EDUCATION,2,36,MORTGAGE,60000,C,8000,13.92,0,0.13,N,15,36
30655,PERSONAL,7,49,OWN,60000,C,7000,9.62,0,0.12,N,13,36
30656,PERSONAL,0,36,RENT,15000,C,5000,10.59,1,0.33,N,11,36
30657,MEDICAL,1,40,MORTGAGE,60000,A,12000,8.94,0,0.2,N,15,36
30658,PERSONAL,8,40,RENT,16800,A,5000,8.94,1,0.3,N,17,60
30659,HOMEIMPROVEMENT,15,37,OWN,60000,A,5000,9.32,0,0.08,N,12,36
30660,MEDICAL,20,39,MORTGAGE,60000,A,7000,7.68,0,0.12,N,15,36
30661,HOMEIMPROVEMENT,17,37,MORTGAGE,60000,A,6000,9.32,0,0.1,N,16,36
30662,DEBTCONSOLIDATION,0,37,RENT,20004,B,5000,12.21,0,0.25,N,12,36
30663,VENTURE,5,40,OWN,60000,A,12000,9.63,0,0.2,N,13,60
30664,DEBTCONSOLIDATION,9,47,RENT,21000,D,5000,15.99,1,0.24,Y,16,36
30665,PERSONAL,19,37,RENT,21000,D,5000,15.21,0,0.24,N,11,36
30666,MEDICAL,1,36,MORTGAGE,54000,E,10000,14.93,1,0.19,Y,11,36
30667,VENTURE,2,37,RENT,24000,C,5000,14.65,0,0.21,N,14,60
30668,PERSONAL,11,44,OWN,60000,A,11800,8.63,0,0.2,N,12,60
30669,EDUCATION,1,46,MORTGAGE,60000,C,5000,11.72,0,0.08,N,16,36
30670,EDUCATION,1,36,RENT,24000,B,5000,10.36,0,0.21,N,17,36
30671,MEDICAL,6,43,MORTGAGE,60000,B,4800,9.64,0,0.08,N,13,36
30672,EDUCATION,9,39,RENT,24000,B,5000,11.14,0,0.21,N,12,36
30673,VENTURE,3,36,RENT,24960,A,5000,6.62,0,0.2,N,15,36
30674,DEBTCONSOLIDATION,8,36,MORTGAGE,60996,B,15000,9.63,0,0.25,N,14,60
30675,PERSONAL,6,40,MORTGAGE,54996,B,6000,9.76,1,0.11,N,14,36
30676,EDUCATION,0,44,RENT,26400,B,5000,10,0,0.19,N,11,36
30677,DEBTCONSOLIDATION,7,41,MORTGAGE,61000,B,15000,7.68,0,0.25,N,11,60
30678,VENTURE,3,39,MORTGAGE,61000,D,14000,16.29,0,0.23,Y,17,36
30679,PERSONAL,16,41,MORTGAGE,61000,B,8500,12.23,0,0.14,N,14,60
30680,VENTURE,2,37,RENT,27036,B,5000,11.49,0,0.18,N,11,36
30681,MEDICAL,3,38,RENT,27600,D,5000,14.59,1,0.18,Y,16,36
30682,DEBTCONSOLIDATION,4,38,MORTGAGE,55000,D,25000,12.99,1,0.45,Y,14,36
30683,PERSONAL,2,42,OWN,61000,A,14400,7.51,0,0.24,N,17,36
30684,DEBTCONSOLIDATION,3,40,RENT,62000,A,8000,8.49,0,0.13,N,15,60
30685,PERSONAL,2,42,RENT,62000,B,8000,9.63,0,0.13,N,11,60
30686,DEBTCONSOLIDATION,2,36,MORTGAGE,61000,B,10000,10.25,0,0.16,N,12,36
30687,DEBTCONSOLIDATION,3,36,RENT,62000,B,8000,11.12,0,0.13,N,13,36
30688,DEBTCONSOLIDATION,2,45,MORTGAGE,61000,C,11600,13.48,0,0.19,N,11,60
30689,DEBTCONSOLIDATION,6,37,MORTGAGE,61000,C,10000,13.57,0,0.16,N,15,36
30690,MEDICAL,7,45,OWN,61000,C,20000,13.22,0,0.33,Y,17,36
30691,PERSONAL,0,39,MORTGAGE,61250,A,5200,8.49,0,0.08,N,17,36
30692,MEDICAL,2,37,MORTGAGE,61260,A,6350,7.51,0,0.1,N,14,60
30693,DEBTCONSOLIDATION,1,38,RENT,65004,B,8000,11.83,0,0.12,N,11,36
30694,VENTURE,6,38,OWN,61450,A,12500,7.49,0,0.2,N,16,60
30695,PERSONAL,2,37,RENT,68500,A,8000,7.51,0,0.12,N,16,36
30696,PERSONAL,5,36,RENT,68848,B,8000,9.63,0,0.12,N,16,60
30697,EDUCATION,4,39,MORTGAGE,61766,A,5500,7.14,0,0.09,N,15,60
30698,PERSONAL,1,49,MORTGAGE,61776,B,12000,12.21,0,0.19,N,12,36
30699,DEBTCONSOLIDATION,8,45,MORTGAGE,56000,D,7000,16.29,1,0.13,Y,12,36
30700,DEBTCONSOLIDATION,4,49,RENT,72000,A,8000,7.49,0,0.11,N,17,60
30701,DEBTCONSOLIDATION,5,40,OWN,62000,D,4800,9.25,0,0.08,N,16,60
30702,VENTURE,0,36,MORTGAGE,62000,C,6000,12.99,0,0.1,N,13,36
30703,PERSONAL,3,39,OWN,62000,A,7200,7.49,0,0.12,N,12,36
30704,VENTURE,0,39,RENT,75000,A,8000,6.54,0,0.11,N,15,36
30705,DEBTCONSOLIDATION,17,40,MORTGAGE,62000,A,2600,7.66,0,0.04,N,14,60
30706,EDUCATION,0,37,RENT,74000,D,8000,16.89,1,0.11,N,15,36
30707,HOMEIMPROVEMENT,11,43,MORTGAGE,62000,A,5000,7.88,0,0.08,N,14,60
30708,HOMEIMPROVEMENT,3,38,MORTGAGE,62000,A,15000,7.88,0,0.24,N,12,36
30709,EDUCATION,2,43,MORTGAGE,62000,B,20000,10.25,0,0.32,N,14,36
30710,MEDICAL,7,36,RENT,87000,C,8000,14.65,0,0.09,Y,14,36
30711,DEBTCONSOLIDATION,15,36,MORTGAGE,62000,A,7500,8.59,0,0.12,N,14,60
30712,DEBTCONSOLIDATION,8,45,RENT,87000,C,8000,13.11,0,0.09,Y,15,36
30713,EDUCATION,8,44,RENT,88000,B,8000,10.38,0,0.09,N,12,60
30714,EDUCATION,9,36,MORTGAGE,62000,A,4800,8,0,0.08,N,12,60
30715,MEDICAL,2,38,RENT,86105,A,8000,6.54,1,0.08,N,17,60
30716,EDUCATION,16,37,RENT,108000,B,8000,10.46,1,0.07,N,14,60
30717,MEDICAL,18,36,RENT,126252,A,8000,7.14,0,0.06,N,11,60
30718,VENTURE,1,39,RENT,116000,C,8000,15.27,1,0.07,N,11,36
30719,DEBTCONSOLIDATION,0,36,MORTGAGE,62400,A,2400,7.49,0,0.04,N,14,36
30720,PERSONAL,6,36,MORTGAGE,62400,D,12000,16.89,0,0.19,Y,14,60
30721,VENTURE,7,46,RENT,135000,C,8000,6.99,0,0.06,Y,14,36
30722,VENTURE,13,36,MORTGAGE,62400,C,14100,12.98,0,0.23,Y,14,36
30723,DEBTCONSOLIDATION,11,40,RENT,164000,A,8000,13.99,0,0.05,N,17,60
